-1.697599999999999909e+01,-1.612000000000000099e+01,-1.448799999999999955e+01,-1.278700000000000081e+01,-1.052100000000000080e+01,-8.682000000000000384e+00,-6.876000000000000334e+00,-6.064000000000000057e+00,-6.211999999999999744e+00,-7.097999999999999865e+00,-7.966000000000000192e+00,-8.839999999999999858e+00,-9.394999999999999574e+00,-9.712999999999999190e+00,-1.003200000000000003e+01,-1.026800000000000068e+01,-1.026800000000000068e+01,-1.026800000000000068e+01,-1.026800000000000068e+01,-1.003200000000000003e+01,-9.871000000000000441e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,-9.316000000000000725e+00,-9.157999999999999474e+00,-9.157999999999999474e+00,-8.919000000000000483e+00,-8.839999999999999858e+00,-8.682000000000000384e+00,-8.682000000000000384e+00,-8.682000000000000384e+00,-8.760999999999999233e+00,-8.682000000000000384e+00,-8.682000000000000384e+00,-8.682000000000000384e+00,-8.602999999999999758e+00,-8.682000000000000384e+00,-8.760999999999999233e+00,-8.839999999999999858e+00,-8.760999999999999233e+00,-8.839999999999999858e+00,-8.839999999999999858e+00,-8.997999999999999332e+00,-8.919000000000000483e+00,-8.997999999999999332e+00,-8.919000000000000483e+00,-9.079000000000000625e+00,-8.997999999999999332e+00,-9.079000000000000625e+00,-8.997999999999999332e+00,-9.157999999999999474e+00,-9.157999999999999474e+00,-9.079000000000000625e+00,-9.079000000000000625e+00,-9.079000000000000625e+00,-9.079000000000000625e+00,-9.079000000000000625e+00,-9.079000000000000625e+00,-9.237000000000000099e+00,-9.079000000000000625e+00,-9.157999999999999474e+00,-9.157999999999999474e+00,-9.157999999999999474e+00,-9.157999999999999474e+00,-9.157999999999999474e+00,-9.079000000000000625e+00,-9.079000000000000625e+00,-9.157999999999999474e+00,-9.157999999999999474e+00,-9.316000000000000725e+00,-9.157999999999999474e+00,-9.079000000000000625e+00,-9.079000000000000625e+00,-9.079000000000000625e+00,-9.157999999999999474e+00,-9.079000000000000625e+00,-9.157999999999999474e+00,0.000000000000000000e+00
-1.765899999999999892e+01,-1.697599999999999909e+01,-1.560599999999999987e+01,-1.371700000000000053e+01,-1.177899999999999991e+01,-9.791999999999999815e+00,-7.729000000000000092e+00,-6.506999999999999673e+00,-6.137999999999999901e+00,-6.802999999999999936e+00,-7.650999999999999801e+00,-8.521000000000000796e+00,-9.316000000000000725e+00,-9.712999999999999190e+00,-1.018900000000000006e+01,-1.043699999999999939e+01,-1.052100000000000080e+01,-1.060500000000000043e+01,-1.060500000000000043e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.026800000000000068e+01,-1.011100000000000065e+01,-9.949999999999999289e+00,-9.634000000000000341e+00,-9.394999999999999574e+00,-9.474000000000000199e+00,-9.316000000000000725e+00,-9.079000000000000625e+00,-8.997999999999999332e+00,-9.079000000000000625e+00,-8.997999999999999332e+00,-8.997999999999999332e+00,-8.839999999999999858e+00,-8.919000000000000483e+00,-8.919000000000000483e+00,-8.919000000000000483e+00,-8.997999999999999332e+00,-8.919000000000000483e+00,-9.079000000000000625e+00,-9.079000000000000625e+00,-9.157999999999999474e+00,-9.079000000000000625e+00,-9.157999999999999474e+00,-9.157999999999999474e+00,-9.237000000000000099e+00,-9.157999999999999474e+00,-9.157999999999999474e+00,-9.316000000000000725e+00,-9.394999999999999574e+00,-9.316000000000000725e+00,-9.316000000000000725e+00,-9.394999999999999574e+00,-9.237000000000000099e+00,-9.316000000000000725e+00,-9.316000000000000725e+00,-9.394999999999999574e+00,-9.474000000000000199e+00,-9.316000000000000725e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.316000000000000725e+00,-9.316000000000000725e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.474000000000000199e+00,-9.316000000000000725e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.394999999999999574e+00,-9.316000000000000725e+00,0.000000000000000000e+00
-1.816799999999999926e+01,-1.791300000000000026e+01,-1.654799999999999827e+01,-1.483200000000000074e+01,-1.287100000000000044e+01,-1.085699999999999932e+01,-9.079000000000000625e+00,-7.331999999999999851e+00,-6.581000000000000405e+00,-6.655000000000000249e+00,-7.331999999999999851e+00,-8.127000000000000668e+00,-8.997999999999999332e+00,-9.712999999999999190e+00,-1.011100000000000065e+01,-1.043699999999999939e+01,-1.068900000000000006e+01,-1.094100000000000072e+01,-1.085699999999999932e+01,-1.077299999999999969e+01,-1.085699999999999932e+01,-1.077299999999999969e+01,-1.052100000000000080e+01,-1.043699999999999939e+01,-1.026800000000000068e+01,-1.026800000000000068e+01,-9.791999999999999815e+00,-9.871000000000000441e+00,-9.712999999999999190e+00,-9.554999999999999716e+00,-9.474000000000000199e+00,-9.316000000000000725e+00,-9.316000000000000725e+00,-9.316000000000000725e+00,-9.237000000000000099e+00,-9.237000000000000099e+00,-9.316000000000000725e+00,-9.237000000000000099e+00,-9.316000000000000725e+00,-9.237000000000000099e+00,-9.316000000000000725e+00,-9.237000000000000099e+00,-9.394999999999999574e+00,-9.237000000000000099e+00,-9.394999999999999574e+00,-9.316000000000000725e+00,-9.394999999999999574e+00,-9.474000000000000199e+00,-9.394999999999999574e+00,-9.554999999999999716e+00,-9.474000000000000199e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.474000000000000199e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.634000000000000341e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.634000000000000341e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,-9.712999999999999190e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,0.000000000000000000e+00
-1.927799999999999869e+01,-1.867999999999999972e+01,-1.731700000000000017e+01,-1.594699999999999918e+01,-1.406000000000000050e+01,-1.219899999999999984e+01,-1.018900000000000006e+01,-8.442999999999999616e+00,-7.174000000000000377e+00,-6.655000000000000249e+00,-7.253000000000000114e+00,-7.966000000000000192e+00,-8.602999999999999758e+00,-9.316000000000000725e+00,-9.949999999999999289e+00,-1.035200000000000031e+01,-1.077299999999999969e+01,-1.110899999999999999e+01,-1.102500000000000036e+01,-1.118999999999999950e+01,-1.118999999999999950e+01,-1.118999999999999950e+01,-1.102500000000000036e+01,-1.094100000000000072e+01,-1.068900000000000006e+01,-1.068900000000000006e+01,-1.043699999999999939e+01,-1.035200000000000031e+01,-1.011100000000000065e+01,-1.011100000000000065e+01,-1.003200000000000003e+01,-9.871000000000000441e+00,-9.791999999999999815e+00,-9.712999999999999190e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,-9.554999999999999716e+00,-9.474000000000000199e+00,-9.554999999999999716e+00,-9.554999999999999716e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,-9.712999999999999190e+00,-9.712999999999999190e+00,-9.554999999999999716e+00,-9.634000000000000341e+00,-9.634000000000000341e+00,-9.554999999999999716e+00,-9.791999999999999815e+00,-9.791999999999999815e+00,-9.634000000000000341e+00,-9.712999999999999190e+00,-9.791999999999999815e+00,-9.871000000000000441e+00,-9.791999999999999815e+00,-9.712999999999999190e+00,-9.949999999999999289e+00,-9.712999999999999190e+00,-9.871000000000000441e+00,-9.791999999999999815e+00,-9.791999999999999815e+00,-9.712999999999999190e+00,-9.712999999999999190e+00,-9.791999999999999815e+00,-9.791999999999999815e+00,-9.791999999999999815e+00,-9.871000000000000441e+00,-9.871000000000000441e+00,-9.791999999999999815e+00,-9.871000000000000441e+00,-9.791999999999999815e+00,-9.871000000000000441e+00,-9.871000000000000441e+00,-9.871000000000000441e+00,-9.949999999999999289e+00,-1.003200000000000003e+01,0.000000000000000000e+00
-1.995100000000000051e+01,-1.953300000000000125e+01,-1.842500000000000071e+01,-1.697599999999999909e+01,-1.517600000000000016e+01,-1.329100000000000037e+01,-1.144200000000000017e+01,-9.554999999999999716e+00,-7.966000000000000192e+00,-7.097999999999999865e+00,-7.024000000000000021e+00,-7.490000000000000213e+00,-8.285000000000000142e+00,-8.997999999999999332e+00,-9.712999999999999190e+00,-1.026800000000000068e+01,-1.068900000000000006e+01,-1.094100000000000072e+01,-1.135800000000000054e+01,-1.152599999999999980e+01,-1.144200000000000017e+01,-1.144200000000000017e+01,-1.144200000000000017e+01,-1.135800000000000054e+01,-1.135800000000000054e+01,-1.110899999999999999e+01,-1.102500000000000036e+01,-1.094100000000000072e+01,-1.068900000000000006e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.043699999999999939e+01,-1.026800000000000068e+01,-1.018900000000000006e+01,-1.011100000000000065e+01,-1.011100000000000065e+01,-1.003200000000000003e+01,-9.949999999999999289e+00,-9.949999999999999289e+00,-9.949999999999999289e+00,-9.949999999999999289e+00,-9.871000000000000441e+00,-9.949999999999999289e+00,-9.871000000000000441e+00,-9.871000000000000441e+00,-9.949999999999999289e+00,-9.949999999999999289e+00,-1.003200000000000003e+01,-9.949999999999999289e+00,-9.871000000000000441e+00,-9.949999999999999289e+00,-9.949999999999999289e+00,-9.949999999999999289e+00,-1.003200000000000003e+01,-9.949999999999999289e+00,-9.949999999999999289e+00,-1.003200000000000003e+01,-1.003200000000000003e+01,-1.003200000000000003e+01,-1.003200000000000003e+01,-1.003200000000000003e+01,-9.949999999999999289e+00,-1.003200000000000003e+01,-1.003200000000000003e+01,-1.011100000000000065e+01,-1.011100000000000065e+01,-1.003200000000000003e+01,-1.003200000000000003e+01,-1.003200000000000003e+01,-1.011100000000000065e+01,-1.011100000000000065e+01,-1.003200000000000003e+01,-1.011100000000000065e+01,-1.011100000000000065e+01,-1.011100000000000065e+01,-1.011100000000000065e+01,-1.018900000000000006e+01,0.000000000000000000e+00
-2.060800000000000054e+01,-2.019800000000000040e+01,-1.936199999999999832e+01,-1.808399999999999963e+01,-1.637800000000000011e+01,-1.448799999999999955e+01,-1.270299999999999940e+01,-1.085699999999999932e+01,-8.997999999999999332e+00,-7.807999999999999829e+00,-7.253000000000000114e+00,-7.410999999999999588e+00,-7.966000000000000192e+00,-8.760999999999999233e+00,-9.394999999999999574e+00,-1.003200000000000003e+01,-1.052100000000000080e+01,-1.102500000000000036e+01,-1.127399999999999913e+01,-1.160999999999999943e+01,-1.169500000000000028e+01,-1.177899999999999991e+01,-1.177899999999999991e+01,-1.169500000000000028e+01,-1.169500000000000028e+01,-1.160999999999999943e+01,-1.152599999999999980e+01,-1.135800000000000054e+01,-1.127399999999999913e+01,-1.110899999999999999e+01,-1.110899999999999999e+01,-1.094100000000000072e+01,-1.077299999999999969e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.035200000000000031e+01,-1.035200000000000031e+01,-1.043699999999999939e+01,-1.035200000000000031e+01,-1.026800000000000068e+01,-1.035200000000000031e+01,-1.026800000000000068e+01,-1.026800000000000068e+01,-1.026800000000000068e+01,-1.018900000000000006e+01,-1.026800000000000068e+01,-1.018900000000000006e+01,-1.011100000000000065e+01,-1.026800000000000068e+01,-1.026800000000000068e+01,-1.018900000000000006e+01,-1.026800000000000068e+01,-1.035200000000000031e+01,-1.018900000000000006e+01,-1.018900000000000006e+01,-1.026800000000000068e+01,-1.018900000000000006e+01,-1.026800000000000068e+01,-1.026800000000000068e+01,-1.018900000000000006e+01,-1.026800000000000068e+01,-1.026800000000000068e+01,-1.035200000000000031e+01,-1.035200000000000031e+01,-1.026800000000000068e+01,-1.035200000000000031e+01,-1.026800000000000068e+01,-1.035200000000000031e+01,-1.035200000000000031e+01,-1.035200000000000031e+01,-1.026800000000000068e+01,-1.043699999999999939e+01,-1.035200000000000031e+01,-1.035200000000000031e+01,-1.043699999999999939e+01,-1.035200000000000031e+01,0.000000000000000000e+00
-2.093599999999999994e+01,-2.110200000000000031e+01,-2.011400000000000077e+01,-1.893700000000000117e+01,-1.757199999999999918e+01,-1.568999999999999950e+01,-1.380100000000000016e+01,-1.194699999999999918e+01,-1.018900000000000006e+01,-8.760999999999999233e+00,-7.807999999999999829e+00,-7.490000000000000213e+00,-7.807999999999999829e+00,-8.442999999999999616e+00,-9.079000000000000625e+00,-9.791999999999999815e+00,-1.035200000000000031e+01,-1.077299999999999969e+01,-1.127399999999999913e+01,-1.152599999999999980e+01,-1.177899999999999991e+01,-1.194699999999999918e+01,-1.203100000000000058e+01,-1.211500000000000021e+01,-1.211500000000000021e+01,-1.194699999999999918e+01,-1.194699999999999918e+01,-1.186299999999999955e+01,-1.186299999999999955e+01,-1.160999999999999943e+01,-1.152599999999999980e+01,-1.152599999999999980e+01,-1.135800000000000054e+01,-1.118999999999999950e+01,-1.110899999999999999e+01,-1.102500000000000036e+01,-1.094100000000000072e+01,-1.085699999999999932e+01,-1.085699999999999932e+01,-1.068900000000000006e+01,-1.068900000000000006e+01,-1.060500000000000043e+01,-1.060500000000000043e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.060500000000000043e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.060500000000000043e+01,-1.043699999999999939e+01,-1.052100000000000080e+01,-1.043699999999999939e+01,-1.060500000000000043e+01,-1.043699999999999939e+01,-1.043699999999999939e+01,-1.052100000000000080e+01,-1.060500000000000043e+01,-1.060500000000000043e+01,-1.052100000000000080e+01,-1.060500000000000043e+01,-1.060500000000000043e+01,-1.052100000000000080e+01,-1.060500000000000043e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.052100000000000080e+01,-1.068900000000000006e+01,-1.060500000000000043e+01,-1.060500000000000043e+01,-1.060500000000000043e+01,-1.060500000000000043e+01,-1.052100000000000080e+01,-1.060500000000000043e+01,-1.068900000000000006e+01,0.000000000000000000e+00
-2.151200000000000045e+01,-2.167500000000000071e+01,-2.093599999999999994e+01,-1.995100000000000051e+01,-1.842500000000000071e+01,-1.689000000000000057e+01,-1.517600000000000016e+01,-1.329100000000000037e+01,-1.152599999999999980e+01,-9.791999999999999815e+00,-8.682000000000000384e+00,-7.966000000000000192e+00,-7.886999999999999567e+00,-8.205999999999999517e+00,-8.760999999999999233e+00,-9.474000000000000199e+00,-1.011100000000000065e+01,-1.060500000000000043e+01,-1.118999999999999950e+01,-1.144200000000000017e+01,-1.186299999999999955e+01,-1.194699999999999918e+01,-1.211500000000000021e+01,-1.219899999999999984e+01,-1.245100000000000051e+01,-1.228299999999999947e+01,-1.228299999999999947e+01,-1.228299999999999947e+01,-1.219899999999999984e+01,-1.211500000000000021e+01,-1.194699999999999918e+01,-1.194699999999999918e+01,-1.186299999999999955e+01,-1.169500000000000028e+01,-1.160999999999999943e+01,-1.144200000000000017e+01,-1.135800000000000054e+01,-1.135800000000000054e+01,-1.127399999999999913e+01,-1.127399999999999913e+01,-1.110899999999999999e+01,-1.110899999999999999e+01,-1.102500000000000036e+01,-1.110899999999999999e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.110899999999999999e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.102500000000000036e+01,-1.085699999999999932e+01,-1.094100000000000072e+01,-1.085699999999999932e+01,-1.094100000000000072e+01,-1.085699999999999932e+01,-1.085699999999999932e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.102500000000000036e+01,-1.085699999999999932e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.077299999999999969e+01,-1.102500000000000036e+01,-1.102500000000000036e+01,-1.085699999999999932e+01,-1.085699999999999932e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.094100000000000072e+01,-1.102500000000000036e+01,-1.085699999999999932e+01,-1.094100000000000072e+01,0.000000000000000000e+00
-2.216900000000000048e+01,-2.225000000000000000e+01,-2.167500000000000071e+01,-2.068900000000000006e+01,-1.944900000000000162e+01,-1.791300000000000026e+01,-1.637800000000000011e+01,-1.448799999999999955e+01,-1.270299999999999940e+01,-1.102500000000000036e+01,-9.474000000000000199e+00,-8.521000000000000796e+00,-8.044999999999999929e+00,-8.285000000000000142e+00,-8.602999999999999758e+00,-9.079000000000000625e+00,-9.791999999999999815e+00,-1.035200000000000031e+01,-1.094100000000000072e+01,-1.118999999999999950e+01,-1.169500000000000028e+01,-1.194699999999999918e+01,-1.219899999999999984e+01,-1.245100000000000051e+01,-1.253500000000000014e+01,-1.261899999999999977e+01,-1.261899999999999977e+01,-1.253500000000000014e+01,-1.261899999999999977e+01,-1.261899999999999977e+01,-1.253500000000000014e+01,-1.245100000000000051e+01,-1.245100000000000051e+01,-1.219899999999999984e+01,-1.211500000000000021e+01,-1.203100000000000058e+01,-1.194699999999999918e+01,-1.177899999999999991e+01,-1.177899999999999991e+01,-1.169500000000000028e+01,-1.152599999999999980e+01,-1.144200000000000017e+01,-1.160999999999999943e+01,-1.152599999999999980e+01,-1.144200000000000017e+01,-1.127399999999999913e+01,-1.135800000000000054e+01,-1.144200000000000017e+01,-1.127399999999999913e+01,-1.135800000000000054e+01,-1.135800000000000054e+01,-1.127399999999999913e+01,-1.127399999999999913e+01,-1.135800000000000054e+01,-1.127399999999999913e+01,-1.127399999999999913e+01,-1.118999999999999950e+01,-1.127399999999999913e+01,-1.118999999999999950e+01,-1.127399999999999913e+01,-1.127399999999999913e+01,-1.127399999999999913e+01,-1.118999999999999950e+01,-1.127399999999999913e+01,-1.127399999999999913e+01,-1.118999999999999950e+01,-1.110899999999999999e+01,-1.118999999999999950e+01,-1.118999999999999950e+01,-1.127399999999999913e+01,-1.118999999999999950e+01,-1.118999999999999950e+01,-1.135800000000000054e+01,-1.118999999999999950e+01,-1.135800000000000054e+01,-1.135800000000000054e+01,-1.135800000000000054e+01,0.000000000000000000e+00
-2.290500000000000114e+01,-2.298400000000000176e+01,-2.249699999999999989e+01,-2.159299999999999997e+01,-2.044500000000000028e+01,-1.910800000000000054e+01,-1.731700000000000017e+01,-1.560599999999999987e+01,-1.388700000000000045e+01,-1.211500000000000021e+01,-1.060500000000000043e+01,-9.394999999999999574e+00,-8.682000000000000384e+00,-8.285000000000000142e+00,-8.521000000000000796e+00,-8.919000000000000483e+00,-9.554999999999999716e+00,-1.026800000000000068e+01,-1.060500000000000043e+01,-1.110899999999999999e+01,-1.177899999999999991e+01,-1.194699999999999918e+01,-1.219899999999999984e+01,-1.245100000000000051e+01,-1.261899999999999977e+01,-1.278700000000000081e+01,-1.287100000000000044e+01,-1.287100000000000044e+01,-1.295500000000000007e+01,-1.295500000000000007e+01,-1.295500000000000007e+01,-1.278700000000000081e+01,-1.287100000000000044e+01,-1.270299999999999940e+01,-1.261899999999999977e+01,-1.253500000000000014e+01,-1.261899999999999977e+01,-1.228299999999999947e+01,-1.228299999999999947e+01,-1.211500000000000021e+01,-1.211500000000000021e+01,-1.203100000000000058e+01,-1.203100000000000058e+01,-1.194699999999999918e+01,-1.194699999999999918e+01,-1.186299999999999955e+01,-1.186299999999999955e+01,-1.186299999999999955e+01,-1.186299999999999955e+01,-1.177899999999999991e+01,-1.177899999999999991e+01,-1.169500000000000028e+01,-1.177899999999999991e+01,-1.169500000000000028e+01,-1.160999999999999943e+01,-1.169500000000000028e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.177899999999999991e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.169500000000000028e+01,-1.169500000000000028e+01,-1.152599999999999980e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.152599999999999980e+01,-1.152599999999999980e+01,-1.160999999999999943e+01,-1.160999999999999943e+01,-1.169500000000000028e+01,0.000000000000000000e+00
