2.594514455152004427e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.964418087472190328e-10,1.779095626389857030e-10,2.001482579688630518e-10,1.890289103039243774e-10,2.001482579688696692e-10,2.075611564121577072e-10,2.149740548554523626e-10,2.186805040770963816e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.260934025203844196e-10,2.260934025203844196e-10,2.335063009636724575e-10,2.372127501853230939e-10,2.260934025203844196e-10,2.335063009636790750e-10,2.297998517420350560e-10,2.335063009636724575e-10,2.260934025203844196e-10,2.297998517420350560e-10,2.260934025203844196e-10,2.297998517420350560e-10,2.223869532987404006e-10,2.297998517420350560e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.372127501853164765e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.446256486286111319e-10,2.372127501853164765e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.297998517420350560e-10,2.409191994069671129e-10,2.372127501853164765e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.409191994069671129e-10,2.446256486286111319e-10,2.297998517420350560e-10,2.409191994069671129e-10,2.446256486286111319e-10,2.372127501853230939e-10,2.446256486286111319e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.409191994069671129e-10,2.446256486286177494e-10,2.409191994069737304e-10,2.409191994069671129e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.372127501853164765e-10,2.409191994069671129e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.520385470719057873e-10,2.297998517420284385e-10,2.335063009636790750e-10,2.297998517420350560e-10,2.409191994069671129e-10,0.000000000000000000e+00
2.335063009636724575e-10,1.853224610822869759e-10,1.779095626389923205e-10,1.853224610822803584e-10,1.779095626389857030e-10,1.890289103039309948e-10,2.001482579688630518e-10,1.927353595255750138e-10,2.001482579688630518e-10,1.927353595255750138e-10,2.186805040770897641e-10,2.149740548554523626e-10,2.186805040770897641e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.409191994069671129e-10,2.297998517420284385e-10,2.335063009636724575e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.372127501853230939e-10,2.223869532987404006e-10,2.335063009636724575e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.260934025203844196e-10,2.297998517420350560e-10,2.297998517420284385e-10,2.223869532987404006e-10,2.409191994069671129e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.297998517420350560e-10,2.409191994069671129e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.372127501853164765e-10,2.446256486286111319e-10,2.372127501853230939e-10,2.446256486286177494e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.446256486286177494e-10,2.335063009636724575e-10,2.372127501853164765e-10,2.260934025203844196e-10,2.446256486286111319e-10,2.483320978502617683e-10,2.372127501853230939e-10,2.446256486286177494e-10,2.446256486286177494e-10,2.297998517420284385e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.260934025203844196e-10,2.446256486286111319e-10,2.409191994069671129e-10,2.335063009636724575e-10,2.446256486286111319e-10,2.409191994069671129e-10,2.372127501853230939e-10,0.000000000000000000e+00
2.594514455151938253e-10,1.853224610822803584e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.890289103039309948e-10,1.816160118606363394e-10,1.927353595255750138e-10,1.927353595255750138e-10,2.001482579688630518e-10,2.038547071905136882e-10,2.001482579688630518e-10,2.186805040770897641e-10,2.186805040770963816e-10,2.112676056338017262e-10,2.186805040770963816e-10,2.409191994069671129e-10,2.446256486286111319e-10,2.335063009636790750e-10,2.409191994069671129e-10,2.335063009636790750e-10,2.260934025203844196e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.223869532987404006e-10,2.297998517420350560e-10,2.260934025203844196e-10,2.260934025203844196e-10,2.260934025203844196e-10,2.372127501853230939e-10,2.260934025203844196e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.335063009636724575e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.409191994069671129e-10,2.335063009636724575e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.409191994069671129e-10,2.446256486286177494e-10,2.409191994069671129e-10,2.335063009636724575e-10,2.446256486286177494e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.446256486286111319e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.409191994069737304e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.372127501853230939e-10,0.000000000000000000e+00
2.594514455151938253e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.853224610822803584e-10,1.890289103039243774e-10,1.853224610822803584e-10,1.927353595255750138e-10,1.927353595255750138e-10,1.927353595255683964e-10,2.001482579688630518e-10,2.001482579688630518e-10,2.112676056338017262e-10,2.186805040770963816e-10,2.223869532987404006e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.335063009636724575e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.186805040770897641e-10,2.297998517420284385e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.335063009636790750e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.223869532987404006e-10,2.372127501853230939e-10,2.335063009636724575e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.335063009636724575e-10,2.223869532987337831e-10,2.297998517420350560e-10,2.409191994069671129e-10,2.446256486286111319e-10,2.297998517420284385e-10,2.483320978502617683e-10,2.409191994069671129e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.260934025203844196e-10,2.409191994069671129e-10,2.446256486286111319e-10,2.483320978502551509e-10,2.483320978502617683e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.335063009636790750e-10,2.446256486286177494e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.260934025203844196e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.483320978502551509e-10,2.372127501853164765e-10,0.000000000000000000e+00
2.594514455151938253e-10,1.779095626389923205e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.779095626389923205e-10,1.816160118606363394e-10,1.890289103039309948e-10,1.816160118606363394e-10,1.927353595255750138e-10,1.927353595255683964e-10,2.001482579688696692e-10,1.964418087472190328e-10,2.038547071905070708e-10,2.186805040770963816e-10,2.223869532987404006e-10,2.186805040770963816e-10,2.335063009636790750e-10,2.335063009636724575e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.446256486286111319e-10,2.260934025203844196e-10,2.186805040770897641e-10,2.260934025203844196e-10,2.260934025203844196e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.335063009636724575e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.260934025203844196e-10,2.223869532987404006e-10,2.260934025203844196e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.409191994069671129e-10,2.335063009636724575e-10,2.335063009636724575e-10,2.409191994069671129e-10,2.372127501853164765e-10,2.409191994069671129e-10,2.372127501853164765e-10,2.335063009636790750e-10,2.260934025203910370e-10,2.372127501853164765e-10,2.409191994069737304e-10,2.483320978502551509e-10,2.372127501853230939e-10,2.446256486286111319e-10,2.297998517420284385e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.297998517420284385e-10,2.335063009636724575e-10,0.000000000000000000e+00
2.594514455152004427e-10,1.816160118606429569e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.742031134173483015e-10,1.779095626389923205e-10,1.816160118606363394e-10,1.779095626389923205e-10,1.853224610822803584e-10,1.964418087472190328e-10,1.964418087472190328e-10,2.001482579688696692e-10,2.075611564121577072e-10,2.075611564121577072e-10,2.112676056338017262e-10,2.186805040770897641e-10,2.223869532987337831e-10,2.335063009636790750e-10,2.260934025203844196e-10,2.335063009636724575e-10,2.223869532987404006e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.297998517420350560e-10,2.372127501853164765e-10,2.335063009636790750e-10,2.372127501853164765e-10,2.260934025203844196e-10,2.223869532987404006e-10,2.260934025203844196e-10,2.335063009636790750e-10,2.223869532987337831e-10,2.223869532987404006e-10,2.260934025203844196e-10,2.260934025203844196e-10,2.335063009636724575e-10,2.192661230541165601e-10,2.260934025203844196e-10,2.483320978502617683e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.409191994069671129e-10,2.335063009636724575e-10,2.409191994069671129e-10,2.409191994069671129e-10,2.409191994069671129e-10,2.223869532987404006e-10,2.335063009636790750e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.446256486286111319e-10,2.372127501853230939e-10,2.446256486286177494e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.409191994069737304e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.297998517420350560e-10,0.000000000000000000e+00
2.594514455151938253e-10,1.853224610822803584e-10,1.890289103039243774e-10,1.853224610822803584e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.853224610822869759e-10,1.890289103039243774e-10,1.890289103039243774e-10,1.890289103039309948e-10,2.001482579688630518e-10,1.964418087472190328e-10,2.038547071905070708e-10,2.112676056338017262e-10,2.112676056338017262e-10,2.149740548554457452e-10,2.223869532987337831e-10,2.223869532987337831e-10,2.297998517420350560e-10,2.446256486286111319e-10,2.335063009636724575e-10,2.186805040770897641e-10,2.520385470718991699e-10,2.409191994069671129e-10,2.409191994069671129e-10,2.335063009636790750e-10,2.335063009636790750e-10,2.223869532987404006e-10,2.260934025203844196e-10,2.186805040770963816e-10,2.297998517420350560e-10,2.260934025203844196e-10,2.260934025203844196e-10,2.149740548554457452e-10,2.372127501853164765e-10,2.223869532987404006e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.297998517420350560e-10,2.186805040770963816e-10,2.260934025203844196e-10,2.260934025203910370e-10,2.409191994069671129e-10,2.297998517420284385e-10,2.335063009636724575e-10,2.409191994069671129e-10,2.335063009636724575e-10,2.335063009636724575e-10,2.409191994069737304e-10,2.372127501853164765e-10,2.335063009636724575e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.335063009636724575e-10,2.372127501853164765e-10,2.335063009636790750e-10,2.409191994069671129e-10,2.446256486286111319e-10,2.372127501853230939e-10,2.260934025203844196e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.335063009636790750e-10,2.409191994069671129e-10,0.000000000000000000e+00
2.594514455152004427e-10,1.853224610822803584e-10,1.853224610822803584e-10,1.853224610822803584e-10,1.779095626389923205e-10,1.853224610822803584e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.890289103039309948e-10,1.890289103039243774e-10,1.853224610822803584e-10,1.927353595255750138e-10,2.038547071905136882e-10,2.001482579688630518e-10,2.075611564121577072e-10,2.112676056338017262e-10,2.149740548554523626e-10,2.223869532987404006e-10,2.297998517420350560e-10,2.372127501853164765e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.297998517420284385e-10,2.446256486286177494e-10,2.297998517420284385e-10,2.297998517420284385e-10,2.409191994069671129e-10,2.297998517420284385e-10,2.297998517420284385e-10,2.297998517420350560e-10,2.260934025203844196e-10,2.223869532987404006e-10,2.297998517420284385e-10,2.223869532987337831e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.223869532987404006e-10,2.297998517420284385e-10,2.297998517420350560e-10,2.223869532987404006e-10,2.260934025203844196e-10,2.335063009636790750e-10,2.260934025203844196e-10,2.297998517420350560e-10,2.297998517420350560e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.446256486286111319e-10,2.446256486286177494e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.409191994069671129e-10,2.446256486286111319e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.335063009636724575e-10,2.409191994069671129e-10,2.372127501853164765e-10,2.446256486286177494e-10,2.446256486286177494e-10,2.409191994069671129e-10,2.446256486286111319e-10,2.335063009636790750e-10,2.297998517420284385e-10,0.000000000000000000e+00
2.594514455151938253e-10,1.890289103039309948e-10,1.853224610822803584e-10,1.816160118606363394e-10,1.779095626389923205e-10,1.779095626389857030e-10,1.853224610822803584e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.853224610822869759e-10,1.890289103039309948e-10,1.927353595255750138e-10,2.001482579688630518e-10,2.001482579688696692e-10,2.001482579688696692e-10,2.038547071905070708e-10,2.075611564121577072e-10,2.186805040770897641e-10,2.112676056338017262e-10,2.149740548554457452e-10,2.335063009636790750e-10,2.297998517420350560e-10,2.372127501853230939e-10,2.372127501853164765e-10,2.409191994069671129e-10,2.335063009636724575e-10,2.409191994069671129e-10,2.335063009636790750e-10,2.260934025203844196e-10,2.335063009636724575e-10,2.260934025203844196e-10,2.149740548554523626e-10,2.297998517420350560e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.223869532987337831e-10,2.186805040770897641e-10,2.335063009636724575e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.223869532987404006e-10,2.297998517420350560e-10,2.372127501853230939e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.409191994069671129e-10,2.260934025203844196e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.335063009636790750e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.446256486286111319e-10,2.409191994069671129e-10,2.335063009636724575e-10,2.446256486286177494e-10,2.297998517420284385e-10,2.409191994069671129e-10,2.409191994069671129e-10,2.297998517420284385e-10,2.409191994069671129e-10,2.335063009636724575e-10,0.000000000000000000e+00
2.594514455152004427e-10,1.853224610822803584e-10,1.964418087472190328e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.816160118606363394e-10,1.853224610822803584e-10,1.890289103039309948e-10,1.853224610822803584e-10,1.853224610822803584e-10,1.816160118606363394e-10,1.890289103039309948e-10,1.927353595255750138e-10,1.890289103039309948e-10,1.927353595255750138e-10,2.149740548554457452e-10,2.149740548554457452e-10,2.186805040770963816e-10,2.186805040770963816e-10,2.372127501853230939e-10,2.372127501853230939e-10,2.297998517420284385e-10,2.297998517420284385e-10,2.335063009636724575e-10,2.446256486286111319e-10,2.409191994069671129e-10,2.260934025203844196e-10,2.372127501853230939e-10,2.260934025203844196e-10,2.297998517420350560e-10,2.223869532987337831e-10,2.335063009636724575e-10,2.260934025203844196e-10,2.223869532987404006e-10,2.223869532987404006e-10,2.186805040770897641e-10,2.297998517420284385e-10,2.186805040770963816e-10,2.223869532987337831e-10,2.260934025203844196e-10,2.260934025203844196e-10,2.335063009636790750e-10,2.297998517420284385e-10,2.335063009636790750e-10,2.260934025203844196e-10,2.297998517420284385e-10,2.372127501853230939e-10,2.260934025203844196e-10,2.372127501853164765e-10,2.372127501853230939e-10,2.297998517420350560e-10,2.260934025203910370e-10,2.335063009636724575e-10,2.335063009636790750e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.372127501853230939e-10,2.483320978502617683e-10,2.372127501853230939e-10,2.446256486286177494e-10,2.446256486286177494e-10,2.335063009636790750e-10,2.372127501853230939e-10,2.409191994069671129e-10,2.260934025203910370e-10,0.000000000000000000e+00
